timestamp,date,latitude,longitude
1623169832,"2021-06-08 16:30:32",51.762839,-1.228944
1623170013,"2021-06-08 16:33:33",51.760825,-1.235642
1623170029,"2021-06-08 16:33:49",51.760475,-1.237522
1623170061,"2021-06-08 16:34:21",51.762933,-1.228553
1623170088,"2021-06-08 16:34:48",51.760773,-1.240569
1623170108,"2021-06-08 16:35:08",51.762791,-1.22868
1623170335,"2021-06-08 16:38:55",51.76245,-1.22902
1623170486,"2021-06-08 16:41:26",51.76227,-1.228007
1623170516,"2021-06-08 16:41:56",51.762327,-1.228482
1623170755,"2021-06-08 16:45:55",51.762359,-1.228949
1623170875,"2021-06-08 16:47:55",51.762726,-1.228562
1623171218,"2021-06-08 16:53:38",51.760825,-1.235642
1623171236,"2021-06-08 16:53:56",51.762842,-1.228732
1623175286,"2021-06-08 18:01:26",51.749478,-1.237073
1623176063,"2021-06-08 18:14:23",51.749576,-1.237819
1623176093,"2021-06-08 18:14:53",51.748576,-1.238144
1623176124,"2021-06-08 18:15:24",51.748306,-1.238748
1623176154,"2021-06-08 18:15:54",51.749001,-1.240944
1623176184,"2021-06-08 18:16:24",51.749477,-1.243056
1623176213,"2021-06-08 18:16:53",51.749854,-1.24423
1623176244,"2021-06-08 18:17:24",51.750754,-1.245765
1623176274,"2021-06-08 18:17:54",51.752214,-1.248042
1623176303,"2021-06-08 18:18:23",51.752636,-1.25061
1623176335,"2021-06-08 18:18:55",51.752596,-1.252863
1623176363,"2021-06-08 18:19:23",51.752246,-1.254871
1623176394,"2021-06-08 18:19:54",51.752372,-1.255713
1623176426,"2021-06-08 18:20:26",51.752982,-1.256081
1623176454,"2021-06-08 18:20:54",51.754379,-1.257096
1623176484,"2021-06-08 18:21:24",51.754184,-1.258733
1623176574,"2021-06-08 18:22:54",51.754646,-1.258911
1623176605,"2021-06-08 18:23:25",51.75487,-1.259354
1623176634,"2021-06-08 18:23:54",51.755294,-1.259478
1623176665,"2021-06-08 18:24:25",51.755214,-1.260035
1623176694,"2021-06-08 18:24:54",51.755181,-1.26056
1623176726,"2021-06-08 18:25:26",51.755103,-1.260986
1623176765,"2021-06-08 18:26:05",51.75977,-1.262139
1623176786,"2021-06-08 18:26:26",51.754997,-1.260873
1623176796,"2021-06-08 18:26:36",51.75977,-1.262139
1623176814,"2021-06-08 18:26:54",51.75504,-1.26085
1623176828,"2021-06-08 18:27:08",51.75977,-1.262139
1623176844,"2021-06-08 18:27:24",51.755068,-1.260884
1623176860,"2021-06-08 18:27:40",51.75977,-1.262139
1623176875,"2021-06-08 18:27:55",51.755077,-1.260936
1623176891,"2021-06-08 18:28:11",51.75977,-1.262139
1623176903,"2021-06-08 18:28:23",51.755083,-1.260945
1623176923,"2021-06-08 18:28:43",51.75977,-1.262139
1623176936,"2021-06-08 18:28:56",51.755085,-1.260943
1623176963,"2021-06-08 18:29:23",51.75977,-1.262139
1623176976,"2021-06-08 18:29:36",51.755088,-1.26094
1623176985,"2021-06-08 18:29:45",51.75977,-1.262139
1623177003,"2021-06-08 18:30:03",51.755114,-1.260952
1623177023,"2021-06-08 18:30:23",51.75977,-1.262139
1623177062,"2021-06-08 18:31:02",51.755126,-1.260965
1623177075,"2021-06-08 18:31:15",51.75977,-1.262139
1623177093,"2021-06-08 18:31:33",51.755122,-1.260965
1623177105,"2021-06-08 18:31:45",51.75977,-1.262139
1623177274,"2021-06-08 18:34:34",51.755122,-1.260965
1623177762,"2021-06-08 18:42:42",51.75977,-1.262139
1623177898,"2021-06-08 18:44:58",51.75452,-1.260336
1623178072,"2021-06-08 18:47:52",51.75977,-1.262139
1623181197,"2021-06-08 19:39:57",51.75977,-1.262139
1623182540,"2021-06-08 20:02:20",51.75977,-1.262139
1623184958,"2021-06-08 20:42:38",51.75977,-1.262139
1623185164,"2021-06-08 20:46:04",51.755179,-1.260578
1623185289,"2021-06-08 20:48:09",51.754935,-1.260874
1623185352,"2021-06-08 20:49:12",51.755201,-1.260138
1623185378,"2021-06-08 20:49:38",51.755014,-1.259687
1623186390,"2021-06-08 21:06:30",51.75463,-1.259271
1623186459,"2021-06-08 21:07:39",51.754418,-1.258869
1623186609,"2021-06-08 21:10:09",51.754295,-1.25717
1623186640,"2021-06-08 21:10:40",51.754675,-1.255073
1623186670,"2021-06-08 21:11:10",51.754857,-1.253614
1623186699,"2021-06-08 21:11:39",51.754941,-1.251859
1623186728,"2021-06-08 21:12:08",51.754909,-1.250185
1623186758,"2021-06-08 21:12:38",51.754774,-1.248848
1623186789,"2021-06-08 21:13:09",51.753657,-1.248497
1623186819,"2021-06-08 21:13:39",51.752688,-1.248929
1623186852,"2021-06-08 21:14:12",51.751639,-1.246619
1623186878,"2021-06-08 21:14:38",51.750934,-1.245499
1623186909,"2021-06-08 21:15:09",51.750604,-1.243835
1623186939,"2021-06-08 21:15:39",51.750311,-1.242309
1623187000,"2021-06-08 21:16:40",51.75038,-1.239839
1623187029,"2021-06-08 21:17:09",51.750313,-1.238589
1623187059,"2021-06-08 21:17:39",51.749959,-1.237858
1623187088,"2021-06-08 21:18:08",51.749478,-1.236968
1623187178,"2021-06-08 21:19:38",51.750269,-1.235932
1623187187,"2021-06-08 21:19:47",51.749354,-1.237218
1623187330,"2021-06-08 21:22:10",51.749791,-1.237248
1623187346,"2021-06-08 21:22:26",51.749463,-1.237069
1623194873,"2021-06-08 23:27:53",51.74948,-1.237071
1623195213,"2021-06-08 23:33:33",51.749493,-1.237086
1623195481,"2021-06-08 23:38:01",51.750583,-1.237462
1623195489,"2021-06-08 23:38:09",51.749419,-1.237092
1623195639,"2021-06-08 23:40:39",51.749745,-1.237116
1623196778,"2021-06-08 23:59:38",51.749449,-1.23693
1623197157,"2021-06-09 00:05:57",51.750583,-1.237462
1623197168,"2021-06-09 00:06:08",51.74952,-1.237105
1623197499,"2021-06-09 00:11:39",51.749188,-1.237394
1623197558,"2021-06-09 00:12:38",51.74955,-1.237114
1623197740,"2021-06-09 00:15:40",51.749831,-1.236686
1623197752,"2021-06-09 00:15:52",51.749494,-1.237073
1623197800,"2021-06-09 00:16:40",51.749419,-1.237638
1623197816,"2021-06-09 00:16:56",51.749498,-1.237069
1623201432,"2021-06-09 01:17:12",51.749384,-1.237103
1623211547,"2021-06-09 04:05:47",51.749556,-1.23709
1623215473,"2021-06-09 05:11:13",51.749481,-1.237087
1623218400,"2021-06-09 06:00:00",51.749466,-1.237196
1623219365,"2021-06-09 06:16:05",51.749539,-1.237189
1623222557,"2021-06-09 07:09:17",51.749482,-1.237085
1623222762,"2021-06-09 07:12:42",51.749477,-1.237069
1623222935,"2021-06-09 07:15:35",51.750583,-1.237462
1623222947,"2021-06-09 07:15:47",51.74946,-1.237114
1623223396,"2021-06-09 07:23:16",51.749222,-1.236439
1623223427,"2021-06-09 07:23:47",51.749436,-1.237139
1623223456,"2021-06-09 07:24:16",51.749558,-1.237637
1623223461,"2021-06-09 07:24:21",51.749459,-1.237092
1623224650,"2021-06-09 07:44:10",51.749457,-1.237074
1623226272,"2021-06-09 08:11:12",51.749541,-1.237189
